id,sup,tot,ht_h,ht_a,ft_h,ft_a
0,-0.19,3.37,1,0,1,1
1,0.24,2.36,3,0,5,0
2,0.72,2.81,2,1,3,1
3,1.49,2.97,0,0,0,2
4,-0.32,2.5,1,2,1,2
5,1,2.77,2,0,2,0
6,0.62,2.63,1,0,2,0
7,0.86,3.35,1,0,2,0
8,-0.61,3.25,1,0,1,0
9,1.27,2.72,1,0,4,0
10,0.57,2.72,0,0,2,1
11,-0.1,2.51,0,0,0,1
12,0.53,2.84,0,0,3,1
13,0.83,2.74,0,0,1,2
14,-0.48,2.24,1,0,1,0
15,0.75,2.39,0,0,1,0
16,-0.22,2.45,0,1,1,3
17,0.01,2.46,0,0,0,0
18,2,2.77,1,0,2,0
19,0.82,2.54,0,0,0,0
20,0.14,2.1,0,0,0,0
21,-0.47,2.48,0,3,1,3
22,0.89,2.77,1,0,3,1
23,-0.24,2.44,0,1,1,2
24,0.26,3.34,0,0,0,0
25,0.19,2.67,0,1,1,1
26,0.46,2.34,0,0,0,1
27,-0.55,2.7,1,0,4,2
28,-0.19,2.75,3,1,3,2
29,0.8,2.22,0,0,2,0
30,0.74,2.91,1,0,2,0
31,0.22,2.63,1,0,1,0
32,0.01,2.71,0,1,1,4
33,0.39,3.05,2,0,2,1
34,-0.73,2.81,0,1,0,2
35,0.37,2.79,0,0,0,0
36,-0.62,3.08,1,0,1,1
37,1.62,3.08,4,0,5,1
38,-0.15,2.5,0,2,1,2
39,-0.42,2.49,0,1,0,2
40,0.94,3.03,1,2,4,3
41,1.12,2.86,1,0,3,0
42,-0.18,2.6,0,0,0,1
43,-0.75,3.18,0,1,0,2
44,-0.11,2.98,1,2,4,4
45,-1.15,2.33,0,0,0,0
46,-1.39,3.04,0,1,0,2
47,-0.1,2.64,1,0,2,2
48,0.41,2.83,1,0,2,0
49,-0.41,2.64,1,2,1,3
50,1.13,2.91,0,0,0,0
51,0.79,2.95,0,1,2,2
52,1.8,3.08,1,0,3,1
53,0.58,2.78,0,2,0,3
54,0.94,3.14,0,0,0,0
55,0.11,3.1,0,0,2,0
56,-0.03,2.86,0,2,4,2
57,-0.93,2.49,0,1,2,2
58,0.37,2.95,2,0,4,1
59,1.25,2.76,1,0,3,0
60,-0.05,2.67,0,3,1,6
61,1.39,3.33,0,0,3,0
62,0.19,2.71,0,0,2,1
63,0.69,2.96,2,0,3,0
64,-0.46,3.02,1,0,1,0
65,1.35,2.87,0,0,3,0
66,-2,3.34,0,1,0,5
67,-1.22,2.99,0,1,0,1
68,-1.19,2.79,0,1,1,1
69,0.1,2.25,0,0,1,0
70,0.65,2.96,0,0,1,1
71,0.03,2.5,0,0,1,1
72,-1.03,2.72,3,0,5,0
73,0.05,2.4,0,0,0,0
74,1.7,2.95,1,1,2,1
75,-0.08,2.83,2,1,2,2
76,0.96,3.24,0,3,0,3
77,-0.37,3.03,1,0,1,2
78,-0.67,2.74,1,2,1,3
79,1.3,3.15,5,1,6,1
80,0.46,2.66,2,0,2,1
81,0.96,2.95,1,0,1,0
82,0.41,2.6,0,0,1,0
83,-1.65,2.75,1,1,1,3
84,-0.16,2.62,0,1,0,1
85,0.5,2.61,0,2,1,2
86,0.77,2.76,0,0,0,0
87,0.25,2.71,2,0,4,0
88,0.54,2.91,0,0,2,0
89,-0.81,2.66,0,0,1,2
90,0.22,2.5,0,0,1,1
91,-0.58,3.35,0,0,0,1
92,-0.06,2.92,0,1,1,1
93,0.17,2.44,0,0,0,2
94,0.13,2.56,1,1,1,1
95,0.34,2.8,0,0,1,0
96,0.47,2.67,2,1,2,1
97,1.16,2.42,0,1,0,1
98,1.37,2.87,0,1,0,1
99,-0.34,2.62,0,0,1,0
100,0.41,2.49,1,1,1,2
101,-0.22,3.2,2,2,2,2
102,0.59,2.49,3,0,4,2
103,0.24,2.57,0,0,2,0
104,-0.18,2.51,0,0,0,1
105,0.32,2.96,0,0,2,2
106,1.16,2.62,0,0,1,0
107,0.04,3.1,1,0,2,2
108,0.39,2.44,0,0,1,0
109,0.77,2.32,0,1,0,1
110,1.1,2.94,1,1,3,1
111,0.4,2.37,0,0,2,0
112,-0.15,2.68,0,0,0,0
113,-0.27,2.38,0,2,1,2
114,0.5,2.55,0,0,0,1
115,0.25,2.63,2,0,3,0
116,1.01,2.61,1,0,2,2
117,-0.98,2.38,0,0,0,0
118,1.62,3.17,2,0,4,0
119,0.24,2.18,1,1,1,1
120,1.64,3.31,1,1,2,1
121,1.23,2.66,1,0,1,0
122,0.34,2.55,0,0,0,1
123,0.09,2.63,0,0,1,2
124,0.18,2.61,1,0,1,0
125,-0.16,2.17,0,0,0,2
126,0.32,2.22,1,0,1,0
127,-0.08,2.59,0,0,0,0
128,0.62,2.58,1,0,2,3
129,1.18,2.65,2,0,3,0
130,0.46,2.22,1,0,2,0
131,1.95,2.97,5,0,8,1
132,-1.05,2.77,0,0,0,2
133,-0.49,2.72,0,3,0,4
134,1.94,2.95,1,1,2,1
135,0.33,2.36,0,0,2,1
136,0.05,2.34,1,0,3,1
137,-0.26,2.46,1,0,2,0
138,0.34,2.49,1,1,1,1
139,1.74,3.33,1,1,2,1
140,-0.17,2.77,0,0,1,1
141,-0.87,3.27,0,0,0,2
142,-0.07,2.47,0,1,0,1
143,1.11,3.35,0,1,1,1
144,-0.3,2.7,0,0,0,1
145,1.96,3.1,0,0,1,0
146,0.99,2.7,0,0,0,0
147,-1.62,2.79,2,1,2,2
148,0.38,2.29,0,0,1,0
149,-0.7,2.61,1,0,3,0
150,-0.58,2.95,0,1,0,1
151,-1.33,2.92,0,2,0,3
152,0.88,2.98,0,0,3,1
153,0.31,2.48,1,2,2,4
154,-0.13,2.38,0,0,0,1
155,-1.18,2.58,0,1,0,2
156,-0.97,2.92,0,0,1,1
157,0.1,2.97,0,3,0,3
158,0.43,2.31,0,1,0,1
159,-0.16,2.99,1,1,4,2
160,0.72,3.21,1,0,3,0
161,2,2.87,2,1,3,2
162,-0.49,2.13,1,0,1,0
163,0.78,2.24,0,1,1,1
164,1.91,3.27,2,0,4,0
165,0.43,2.29,0,0,2,0
166,1.33,2.36,1,1,2,1
167,1.11,2.78,1,0,3,0
168,-0.01,2.86,0,1,0,1
169,0.3,2.39,0,0,1,0
170,0.44,3.02,2,0,3,0
171,0.38,2.35,1,0,2,0
172,-0.42,3.02,0,1,0,4
173,0.03,2.19,0,0,0,0
174,0.75,2.89,1,0,2,1
175,-0.18,2.46,0,0,0,1
176,0.32,3.04,0,0,0,0
177,0.32,3.09,0,0,0,1
178,-0.02,3.18,0,0,1,0
179,1.38,2.95,1,0,2,0
180,0.69,2.43,3,0,4,1
181,-0.38,2.75,0,0,0,0
182,0.01,2.44,0,0,0,0
183,0.12,2.32,0,1,1,1
184,0.41,2.44,0,0,1,1
185,1.55,3.27,2,1,4,1
186,0.12,3.16,0,2,0,4
187,0.76,3.38,1,0,2,0
188,0.06,2.55,2,0,5,0
189,1.88,2.98,3,0,7,0
190,0.77,2.89,0,1,1,1
191,-0.2,3.05,0,0,0,1
192,-0.12,2.42,0,3,1,3
193,0.83,3.1,1,1,2,1
194,-0.66,3.08,1,2,3,5
195,-0.38,2.26,0,1,0,2
196,-0.35,3.1,0,0,1,1
197,0.49,2.45,0,1,0,1
198,0.29,3.11,0,0,0,1
199,0,2.72,0,0,0,0
200,-0.29,3.11,2,1,2,1
201,0.59,2.38,1,1,2,2
202,0.32,3.38,1,1,4,3
203,0.98,2.48,2,0,3,1
204,-0.44,3.08,0,0,0,2
205,0.32,2.93,0,1,0,2
206,0.16,2.61,3,0,3,1
207,1,2.91,2,3,3,3
208,1.61,3.32,3,0,5,1
209,1.54,2.86,0,0,0,1
210,1.07,2.56,0,0,0,0
211,-0.64,2.7,0,0,1,0
212,1.09,2.58,1,0,3,0
213,0.25,2.21,1,0,1,1
214,-0.24,2.37,0,0,0,2
215,0.45,2.6,1,0,1,0
216,0.5,2.49,0,0,2,1
217,1.95,3.16,1,0,1,1
218,0.58,2.81,0,0,0,0
219,0.15,2.57,0,1,1,2
220,0.86,2.11,2,0,3,1
221,0.4,2.87,0,1,1,1
222,0.41,2.57,0,0,0,0
223,0.15,2.31,0,0,1,0
224,0.64,2.37,0,0,1,0
225,-0.16,2.52,0,2,1,2
226,0.55,2.56,0,0,0,0
227,0.48,2.72,0,1,1,2
228,0.1,3.38,1,0,2,0
229,1.27,2.95,1,0,1,0
230,-0.19,2.08,0,0,0,0
231,-0.21,2.5,0,0,2,1
232,0.18,2.54,0,1,0,1
233,1.44,3.3,3,1,3,1
234,-0.15,2.7,0,1,0,3
235,0.74,3.15,0,0,2,0
236,1.91,3.32,0,0,2,0
237,0.54,2.72,0,0,0,2
238,0.57,2.62,1,0,1,0
239,0.28,2.79,1,0,3,0
240,0.6,2.95,2,1,2,1
241,-1.3,2.96,0,2,0,2
242,0.82,2.64,0,0,0,0
243,-1.45,2.9,0,1,0,5
244,1.5,3.16,0,0,2,0
245,0.5,2.33,0,1,1,2
246,1,2.55,1,0,1,1
247,0.31,2.65,0,0,1,0
248,1.24,3,0,1,1,1
249,-0.19,2.67,0,1,0,3
250,-0.5,2.63,0,0,0,1
251,0.04,2.33,0,0,1,0
252,1.52,3.25,0,1,1,1
253,1.22,2.75,3,1,4,1
254,0.54,2.32,0,0,3,0
255,0.1,2.5,0,1,0,2
256,-0.62,2.66,1,1,3,1
257,-0.24,3.13,2,1,3,1
258,-1.81,3.17,0,1,1,1
259,1.89,3.23,0,0,0,0
260,-0.31,2.36,0,0,0,1
261,0.73,2.58,1,0,1,1
262,1.73,2.72,1,1,2,1
263,0.45,2.71,2,1,2,2
264,1.11,3.02,1,0,1,2
265,0.28,2.94,1,0,3,3
266,0.38,2.64,1,0,4,2
267,0.31,2.68,0,1,0,1
268,1.12,2.88,0,0,1,1
269,-0.81,2.38,0,0,0,0
270,0.56,2.84,1,1,2,1
271,0.69,2.33,1,1,2,1
272,-0.89,3.33,0,3,1,3
273,-0.04,2.2,0,0,1,0
274,-0.27,2.31,0,0,0,1
275,0.75,3.05,3,0,3,2
276,-0.82,2.93,0,0,0,1
277,0.49,2.55,1,0,1,0
278,0.62,2.84,1,0,1,1
279,0.32,2.46,0,1,0,2
280,0.72,2.93,4,0,5,1
281,-0.16,2.77,0,2,1,2
282,0.21,2.69,1,0,1,0
283,0.43,2.3,1,2,2,2
284,1.25,2.78,0,0,2,1
285,1.12,2.97,0,1,1,1
286,0.23,2.76,1,1,2,2
287,0.82,2.39,1,0,2,2
288,0.12,2.86,1,0,2,1
289,0.1,2.35,0,1,0,2
290,-1.53,3.07,0,0,1,1
291,1.74,3.2,2,0,3,0
292,1.15,3.37,0,0,0,0
293,0.69,2.59,0,1,2,3
294,0.62,3.03,0,1,1,1
295,0.77,2.46,0,0,1,2
296,0.03,2.46,0,1,1,1
297,1.48,3.26,0,0,1,0
298,0.41,2.82,0,3,0,5
299,0.14,2.57,0,0,2,0
300,0.88,2.67,2,0,3,1
301,0.69,2.86,0,0,1,0
302,0.18,2.46,1,0,3,1
303,0.24,2.71,4,0,4,0
304,1.14,2.84,0,1,0,1
305,-0.4,2.45,1,0,2,2
306,1.07,3.07,0,0,1,1
307,0.42,2.83,0,3,1,4
308,0.86,2.65,0,0,1,2
309,0.65,2.76,3,3,3,3
310,0.48,3.2,1,0,3,0
311,0.87,2.79,0,2,3,2
312,1.53,3.09,2,0,3,0
313,1.29,2.83,0,0,1,1
314,-0.63,2.95,1,1,2,8
315,0.56,2.55,0,0,1,1
316,0.43,2.67,0,0,3,1
317,1.39,3.32,0,1,2,2
318,0.6,2.12,2,0,3,0
319,1.19,2.87,1,0,2,0
320,1.13,2.95,1,0,2,2
321,-0.28,2.63,0,0,1,2
322,1.61,3.29,1,0,3,2
323,0.3,2.7,1,1,1,1
324,-0.82,2.68,2,1,2,3
325,1.3,2.73,2,0,3,0
326,1.08,3.37,0,1,0,3
327,-0.51,2.78,0,0,1,0
328,0.66,2.39,0,1,0,2
329,0.03,2.86,1,1,2,1
330,0.15,2.78,0,0,0,1
331,0.89,2.87,0,2,0,2
332,1.5,3.15,0,0,2,0
333,0.92,3,1,0,2,1
334,0.06,2.35,1,0,1,0
335,0.66,2.28,0,0,2,0
336,0.47,3,0,0,1,0
337,0.73,3.01,0,0,0,3
338,0.71,2.71,1,0,3,0
339,0.14,2.67,0,0,0,2
340,0.39,2.97,1,0,3,0
341,-0.01,2.28,1,1,2,1
342,0.57,2.51,0,2,0,3
343,1.19,2.87,0,0,3,0
344,0.76,2.68,0,1,0,1
345,0.36,2.84,1,0,2,0
346,0.31,2.41,1,0,1,0
347,1.05,2.66,1,2,2,3
348,0.79,2.17,1,0,2,0
349,0.16,2.72,0,1,0,2
350,0.16,2.52,0,1,1,1
351,1.8,2.93,1,0,2,0
352,0.55,2.6,1,1,2,1
353,-0.33,2.25,0,0,1,1
354,-1.19,2.59,0,1,0,2
355,0.25,2.25,0,3,0,3
356,-1.1,2.69,0,2,0,4
357,0.63,2.47,0,1,1,1
358,0.31,3.04,1,0,4,1
359,0.25,2.73,2,0,3,1
360,-0.24,2.44,0,0,0,0
361,-0.68,2.73,0,0,0,2
362,-0.2,3.05,0,0,0,1
363,0.22,2.59,2,1,2,1
364,0.31,2.58,0,0,2,0
365,0.31,2.42,0,1,0,1
366,0.2,2.59,0,1,1,1
367,-0.86,2.98,1,1,2,1
368,0.05,3.21,1,1,2,2
369,0.22,2.81,1,1,2,2
370,0.43,2.42,0,0,0,0
371,-0.54,2.38,0,1,0,1
372,0.24,2.9,0,0,2,0
373,0.39,2.83,1,0,5,4
374,2,2.9,0,0,1,0
375,1.48,2.94,0,0,0,2
376,0.38,2.44,1,0,2,0
377,1.28,3.05,0,0,0,0
378,1.55,3.33,0,0,0,0
379,0.38,2.34,0,1,0,2
380,0.2,2.19,1,0,1,0
381,1.99,3.1,1,0,3,0
382,0.22,2.85,2,0,3,2
383,-0.6,2.21,0,1,0,1
384,0.4,2.81,1,1,2,4
385,0.13,2.58,2,0,2,0
386,0.76,2.68,0,0,1,0
387,0.2,2.32,1,0,1,0
388,0.01,2.77,0,0,1,3
389,0.19,2.41,0,0,1,1
390,-0.02,2.34,0,0,2,0
391,0.97,3.05,1,1,2,2
392,0.94,3.23,1,1,2,2
393,0.55,2.25,2,0,2,1
394,0.78,2.41,2,0,3,1
395,0.23,3,0,1,2,1
396,1.05,3.2,1,1,2,1
397,0.83,2.55,0,0,1,1
398,0.13,2.71,0,0,0,0
399,1.75,2.79,1,0,3,0
400,-0.32,3.12,1,1,3,5
401,0.27,2.63,0,0,1,1
402,-0.29,2.58,1,2,1,4
403,-0.91,2.42,1,1,1,1
404,0.68,2.62,2,1,3,2
405,0.57,2.54,0,0,0,1
406,-0.14,2.45,1,1,2,1
407,0.27,3.17,2,1,2,2
408,0.87,3.31,1,0,1,0
409,0.42,2.81,0,1,0,1
410,-0.91,2.7,1,0,1,0
411,0.67,2.84,0,1,1,2
412,0.27,2.17,0,0,2,0
413,0.49,2.59,2,0,2,0
414,0.41,2.85,0,0,0,1
415,0.62,2.51,0,0,0,0
416,0.13,2.69,0,0,0,0
417,0.13,2.68,1,0,1,0
418,1.81,3.38,1,0,5,0
419,0.85,2.42,0,0,0,1
420,-0.41,2.84,0,1,0,2
421,0.73,3.09,0,0,1,2
422,-1.39,2.47,0,1,1,3
423,0.46,2.72,2,0,4,1
424,-1.15,2.69,0,0,0,0
425,-0.08,2.92,1,1,1,1
426,1.05,2.73,2,0,2,1
427,-0.04,2.64,0,0,0,0
428,0.43,2.54,3,2,3,3
429,-1.18,3.13,0,1,0,1
430,-0.24,2.54,1,0,1,1
431,-0.04,2.53,0,1,2,2
432,0.39,2.75,0,1,0,3
433,0.23,2.98,1,0,1,0
434,0.71,2.94,0,0,1,2
435,1.91,2.78,0,1,0,2
436,-0.83,2.52,1,1,1,1
437,-0.92,2.26,0,1,0,4
438,0.58,2.95,1,2,2,2
439,0.98,2.65,0,1,0,2
440,1,2.9,0,0,0,1
441,1.07,2.55,0,0,0,1
442,0.53,2.76,1,0,1,0
443,1,2.69,1,1,4,1
444,0.51,2.39,0,1,0,1
445,-0.47,2.58,0,2,1,2
446,-0.43,2.57,0,2,0,4
447,0.18,2.47,0,1,0,1
448,1.49,2.87,0,0,1,0
449,0.31,2.27,1,0,1,1
450,-0.25,2.51,0,1,0,2
451,0.11,2.99,2,0,3,1
452,0.44,2.95,0,1,3,1
453,0.31,2.44,0,0,1,0
454,0.53,2.55,0,1,1,1
455,0.2,3.34,1,2,2,2
456,-1.37,2.75,0,0,0,0
457,-0.15,3.02,1,0,1,0
458,1.16,2.7,1,0,3,1
459,1.21,2.93,1,0,2,0
460,-0.16,2.25,0,1,0,1
461,-0.19,2.56,1,0,2,1
462,0.1,3.03,0,0,1,1
463,0.32,2.47,1,0,2,2
464,-0.2,2.76,0,0,1,1
465,-0.72,2.72,1,2,2,2
466,0.18,2.56,1,0,1,1
467,0.49,2.71,0,1,0,3
468,0.99,2.66,1,0,1,1
469,-0.94,2.95,0,0,0,1
470,0.4,2.17,1,2,2,3
471,-0.55,2.51,0,0,1,1
472,0.51,3.02,3,1,3,1
473,-0.19,2.48,0,1,1,1
474,0.94,2.41,1,0,1,1
475,0.61,2.52,0,0,0,0
476,-0.06,2.77,0,0,3,1
477,0.54,2.47,1,0,3,0
478,1.94,2.74,0,0,1,0
479,-0.1,2.16,0,1,0,2
480,-0.5,2.78,0,2,2,5
481,1.5,3.34,2,0,2,0
482,1.5,3.04,1,0,3,0
483,-0.16,2.62,0,1,1,3
484,1.16,2.79,1,0,3,0
485,-0.33,2.15,0,0,1,2
486,0.29,2.71,0,0,0,1
487,0.18,2.75,0,0,2,0
488,0.38,2.28,0,0,1,1
489,-1.18,2.82,0,0,0,1
490,0.09,2.24,0,1,1,3
491,0.37,2.93,1,2,1,3
492,0.01,2.58,0,0,0,1
493,-0.68,2.98,0,2,0,4
494,1.13,3,0,0,1,0
495,0.47,2.12,0,0,0,0
496,1.71,3.33,1,0,1,0
497,0.61,2.23,1,0,1,0
498,1.44,2.99,0,1,1,1
499,0.61,2.58,1,1,1,1
500,-0.89,3.12,0,2,0,2
501,1.19,2.6,1,0,1,0
502,0.48,2.72,0,2,0,2
503,1.28,3.31,3,0,4,1
504,-0.02,2.66,3,0,3,0
505,0.16,2.58,1,1,2,2
506,1.52,3.06,1,0,2,0
507,0.92,2.31,0,1,2,1
508,1.01,2.37,0,1,1,2
509,0.43,2.81,0,0,0,0
510,-1.21,3.12,0,0,1,2
511,0.58,2.53,0,0,4,1
512,0.59,3.15,0,0,1,0
513,1.15,3.05,1,0,1,0
514,0.28,2.21,0,1,0,1
515,0.33,2.34,2,1,4,1
516,0.83,2.79,0,0,0,0
517,0.73,2.91,3,0,6,0
518,0.53,2.24,1,0,1,1
519,1.35,2.78,1,0,5,1
520,0.35,2.66,1,0,1,0
521,1.13,2.55,0,0,1,0
522,0.63,2.76,0,1,1,4
523,0.4,2.74,0,0,2,0
524,0.44,2.59,1,0,2,0
525,0.16,3.25,1,0,1,0
526,0.41,2.56,0,0,1,0
527,-0.13,2.68,0,1,2,2
528,0.83,3.2,0,0,1,1
529,0.25,2.53,0,1,1,2
530,0.01,2.54,1,1,1,1
531,0.11,2.6,1,1,3,1
532,0.14,3,2,3,3,5
533,0.62,2.52,0,0,0,2
534,0.56,2.52,1,0,2,0
535,-0.12,2.54,0,0,1,1
536,1.16,2.54,0,1,1,2
537,1.2,3.02,0,0,2,0
538,0.2,2.13,0,0,0,0
539,-0.31,2.38,0,0,0,0
540,0.62,3.01,0,0,1,2
541,0.23,2.42,3,3,4,3
542,-0.4,2.98,1,0,1,0
543,-0.12,2.32,1,0,1,0
544,0.86,2.49,2,0,2,0
545,-0.76,2.96,0,1,0,1
546,-0.05,3.01,0,0,2,0
547,0.05,2.77,0,0,0,0
548,0.2,2.75,0,1,1,1
549,1.08,2.27,1,0,2,1
550,0.06,2.59,2,1,2,1
551,0.83,3.28,1,1,4,1
552,1.12,3.26,1,0,5,1
553,-0.62,2.33,0,1,0,3
554,0.09,2.61,1,0,1,2
555,0.18,2.49,0,1,0,1
556,0.42,2.54,2,1,3,1
557,-0.11,2.87,0,1,1,2
558,0.49,2.38,1,0,1,0
559,0.72,2.66,3,0,5,0
560,1.23,2.62,2,1,2,1
561,-0.09,3.01,0,2,0,2
562,0.49,2.47,0,2,1,2
563,-0.57,2.97,0,0,0,0
564,-0.33,2.24,0,0,0,0
565,0.73,2.57,2,1,4,1
566,0.41,2.31,0,0,2,0
567,0.42,2.64,0,0,3,0
568,1.22,2.87,1,0,3,0
569,-0.28,2.77,1,2,1,3
570,1.6,3.03,1,0,2,0
571,1.42,3.39,1,0,3,0
572,1.34,2.47,1,0,2,0
573,0.43,2.24,0,0,1,1
574,0.56,2.85,0,0,0,0
575,1.09,2.07,1,0,3,0
576,1.35,3.35,2,0,3,1
577,0.58,2.79,0,0,0,0
578,0.13,2.91,1,0,1,1
579,-0.3,2.38,1,0,1,1
580,0.62,2.92,1,0,2,1
581,1.04,3.18,1,1,1,2
582,0.78,2.73,0,1,1,2
583,-0.48,2.94,0,0,3,0
584,-0.99,2.93,0,0,0,3
585,0.79,2.64,1,1,3,2
586,1.99,2.8,1,0,1,0
587,0.82,2.7,1,0,2,0
588,1.27,2.75,1,0,1,0
589,0.99,3.05,2,0,2,1
590,1.79,3.03,2,0,2,0
591,0.1,2.52,1,1,3,1
592,0.09,2.62,1,0,1,1
593,0.16,2.99,0,1,0,4
594,0.12,2.33,1,0,1,0
595,-1.18,2.91,0,1,0,2
596,0.75,2.82,1,1,2,3
597,0.44,2.36,0,0,1,0
598,0.6,2.6,0,0,2,0
599,-0.29,2.88,0,0,0,0
600,0.32,2.34,0,0,3,0
601,1.22,2.85,3,0,7,0
602,0.87,3.07,1,0,3,1
603,1.4,2.71,2,1,2,1
604,0.16,2.61,1,1,2,1
605,0.81,2.86,0,1,0,2
606,1.98,3.08,0,1,2,1
607,-0.45,2.5,0,1,0,2
608,0.99,3.14,1,0,1,1
609,0.97,2.61,1,0,1,0
610,0.18,2.02,1,1,2,2
611,-0.69,2.58,0,0,0,0
612,1.31,2.68,1,0,3,0
613,-0.27,2.5,0,0,0,0
614,-0.54,2.9,1,1,1,1
615,-1.07,2.88,1,0,2,3
616,0.06,2.74,0,0,1,0
617,-0.43,2.9,1,2,2,2
618,0.64,2.59,1,0,2,0
619,0.15,2.98,2,0,4,1
620,-0.13,2.54,0,0,1,0
